D,#R,#X,#Y,B4.mu,B4.lo,B4.sd,2B.mu,DEHB-6,DEHB-6_sd,DEHB-6_time,DEHB-12,DEHB-12_sd,DEHB-12_time,DEHB-18,DEHB-18_sd,DEHB-18_time,DEHB-24,DEHB-24_sd,DEHB-24_time,DEHB-50,DEHB-50_sd,DEHB-50_time,DEHB-100,DEHB-100_sd,DEHB-100_time,DEHB-200,DEHB-200_sd,DEHB-200_time,NSGAIII-6,NSGAIII-6_sd,NSGAIII-6_time,NSGAIII-12,NSGAIII-12_sd,NSGAIII-12_time,NSGAIII-18,NSGAIII-18_sd,NSGAIII-18_time,NSGAIII-24,NSGAIII-24_sd,NSGAIII-24_time,NSGAIII-50,NSGAIII-50_sd,NSGAIII-50_time,NSGAIII-100,NSGAIII-100_sd,NSGAIII-100_time,NSGAIII-200,NSGAIII-200_sd,NSGAIII-200_time,SMAC-6,SMAC-6_sd,SMAC-6_time,SMAC-12,SMAC-12_sd,SMAC-12_time,SMAC-18,SMAC-18_sd,SMAC-18_time,SMAC-24,SMAC-24_sd,SMAC-24_time,SMAC-50,SMAC-50_sd,SMAC-50_time,SMAC-100,SMAC-100_sd,SMAC-100_time,SMAC-200,SMAC-200_sd,SMAC-200_time,TPE-6,TPE-6_sd,TPE-6_time,TPE-12,TPE-12_sd,TPE-12_time,TPE-18,TPE-18_sd,TPE-18_time,TPE-24,TPE-24_sd,TPE-24_time,TPE-50,TPE-50_sd,TPE-50_time,TPE-100,TPE-100_sd,TPE-100_time,TPE-200,TPE-200_sd,TPE-200_time,ACT-6,ACT-6_sd,ACT-6_time,ACT-12,ACT-12_sd,ACT-12_time,ACT-18,ACT-18_sd,ACT-18_time,ACT-24,ACT-24_sd,ACT-24_time,ACT-50,ACT-50_sd,ACT-50_time,ACT-100,ACT-100_sd,ACT-100_time,ACT-200,ACT-200_sd,ACT-200_time,EZR-6,EZR-6_sd,EZR-6_time,EZR-12,EZR-12_sd,EZR-12_time,EZR-18,EZR-18_sd,EZR-18_time,EZR-24,EZR-24_sd,EZR-24_time,EZR-50,EZR-50_sd,EZR-50_time,EZR-100,EZR-100_sd,EZR-100_time,EZR-200,EZR-200_sd,EZR-200_time,KM++-6,KM++-6_sd,KM++-6_time,RAND-6,RAND-6_sd,RAND-6_time,KM++-12,KM++-12_sd,KM++-12_time,RAND-12,RAND-12_sd,RAND-12_time,KM++-18,KM++-18_sd,KM++-18_time,RAND-18,RAND-18_sd,RAND-18_time,KM++-24,KM++-24_sd,KM++-24_time,RAND-24,RAND-24_sd,RAND-24_time,KM++-50,KM++-50_sd,KM++-50_time,RAND-50,RAND-50_sd,RAND-50_time,KM++-100,KM++-100_sd,KM++-100_time,RAND-100,RAND-100_sd,RAND-100_time,KM++-200,KM++-200_sd,KM++-200_time,RAND-200,RAND-200_sd,RAND-200_time,Before,Before_sd, File
67, 10000, 5, 3, 51, 16, 17, 28, 35 b, 12, 106.04, 54 d, 12, 149.10, 45 c, 12, 151.28, 31 a, 10, 218.94, 61 e, 10, 290.14, 45 c, 17, 524.06, 58 e, 11, 731.20, 32 a, 4, 7.28, 30 a, 2, 17.54, 30 a, 2, 23.83, 27 a, 2, 28.04, 27 a, 2, 64.84, 26 a, 2, 145.66, 23 a, 2, 280.84, 34 b, 4, 2187.07, 32 a, 4, 3126.94, 33 a, 6, 3745.38, 34 b, 4, 4819.17, 29 a, 4, 11668.58, 27 a, 4, 16014.64, 24 a, 4, 23686.87, 43 c, 3, 23.82, 30 a, 2, 41.03, 40 b, 4, 105.89, 28 a, 2, 125.28, 28 a, 5, 189.37, 30 a, 2, 479.53, 21 a, 3, 1495.04, 37 b, 12, 13.28, 31 a, 8, 21.52, 29 a, 2, 24.01, 28 a, 2, 30.45, 26 a, 3, 52.36, 24 a, 4, 97.38, 21 a, 3, 175.60, 37 b, 12, 14.95, 29 a, 3, 13.13, 30 a, 3, 14.57, 29 a, 2, 11.21, 26 a, 4, 19.04, 24 a, 2, 22.76, 22 a, 3, 46.20, 31 a, 3, 2.16, 32 a, 4, 0.04, 29 a, 4, 7.57, 31 a, 2, 0.06, 30 a, 2, 23.38, 29 a, 3, 0.09, 29 a, 3, 29.51, 29 a, 3, 0.10, 28 a, 3, 121.94, 27 a, 2, 0.20, 25 a, 3, 469.12, 25 a, 3, 0.40, 23 a, 3, 1542.14, 24 a, 3, 0.71, 51 d, 17, Health-Commits0010.csv
77, 10000, 5, 3, 24, 7, 10, 11, 14 a, 3, 120.94, 26 c, 9, 138.11, 12 a, 2, 148.40, 12 a, 1, 187.66, 16 b, 8, 255.74, 18 b, 10, 308.50, 18 b, 10, 585.71, 16 b, 4, 8.26, 12 a, 2, 15.71, 14 a, 2, 20.59, 11 a, 1, 26.67, 10 a, 1, 67.93, 10 a, 1, 131.64, 9 a, 1, 351.98, 14 a, 3, 1919.03, 12 a, 2, 2821.36, 12 a, 1, 4237.93, 11 a, 2, 4480.23, 10 a, 1, 10535.31, 9 a, 1, 16496.26, 9 a, 1, 22565.83, 15 b, 5, 30.89, 12 a, 2, 22.78, 12 a, 1, 77.47, 11 a, 1, 111.93, 10 a, 1, 230.84, 10 a, 1, 673.42, 9 a, 1, 1118.43, 13 a, 2, 14.65, 12 a, 2, 18.90, 11 a, 1, 25.18, 11 a, 1, 29.64, 10 a, 1, 52.62, 9 a, 1, 107.93, 9 a, 1, 175.84, 14 a, 2, 13.44, 12 a, 2, 18.48, 12 a, 1, 15.40, 11 a, 2, 10.39, 11 a, 1, 18.12, 9 a, 1, 24.32, 9 a, 1, 36.40, 14 a, 2, 1.89, 13 a, 2, 1.24, 12 a, 2, 7.18, 13 a, 2, 0.06, 12 a, 2, 16.41, 12 a, 2, 0.09, 11 a, 2, 28.12, 11 a, 2, 0.11, 10 a, 1, 120.64, 11 a, 1, 0.20, 10 a, 1, 464.80, 10 a, 1, 0.34, 9 a, 0, 1482.03, 10 a, 1, 0.66, 24 c, 10, Health-Commits0009.csv
91, 5184, 12, 2, 29, 3, 21, 5, 8 a, 2, 130.62, 6 a, 2, 146.37, 6 a, 2, 164.57, 6 a, 2, 198.38, 5 a, 2, 297.00, 4 a, 1, 460.59, 4 a, 1, 804.52, 7 a, 2, 17.12, 6 a, 2, 23.08, 5 a, 2, 26.15, 5 a, 1, 32.21, 4 a, 1, 77.82, 4 a, 1, 167.89, 3 a, 0, 359.83, 8 a, 2, 2201.27, 7 a, 2, 5155.73, 6 a, 2, 5172.36, 5 a, 2, 6428.95, 4 a, 1, 8848.12, 3 a, 1, 9961.42, 3 a, 0, 13729.14, 7 a, 2, 26.94, 6 a, 2, 46.21, 6 a, 2, 125.92, 5 a, 2, 204.61, 4 a, 2, 463.66, 4 a, 1, 1087.45, 4 a, 1, 1995.40, 10 a, 7, 13.49, 6 a, 2, 23.30, 6 a, 2, 29.16, 5 a, 2, 34.42, 5 a, 2, 67.79, 5 a, 1, 147.29, 5 a, 1, 250.53, 11 a, 3, 10.89, 7 a, 2, 21.92, 6 a, 2, 13.93, 6 a, 1, 14.59, 4 a, 1, 18.69, 4 a, 1, 21.53, 3 a, 0, 45.76, 8 a, 3, 2.43, 7 a, 2, 0.03, 5 a, 2, 9.94, 5 a, 2, 0.05, 4 a, 1, 21.90, 5 a, 1, 0.07, 4 a, 1, 39.63, 5 a, 1, 0.10, 4 a, 0, 158.11, 4 a, 0, 0.15, 3 a, 0, 544.22, 3 a, 0, 0.31, 3 a, 0, 1300.55, 3 a, 0, 0.62, 29 b, 21, SS-T.csv
60, 4400, 9, 1, 55, 0, 12, 22, 41 c, 8, 143.47, 39 c, 8, 160.78, 37 c, 6, 164.85, 35 b, 7, 187.48, 28 b, 8, 267.19, 24 a, 6, 429.96, 21 a, 6, 704.28, 40 c, 11, 62.79, 35 b, 9, 158.35, 33 b, 7, 239.70, 30 b, 7, 341.70, 26 b, 5, 693.02, 23 a, 5, 1937.16, 20 a, 5, 3374.27, 43 c, 6, 1558.07, 35 b, 8, 3465.17, 35 b, 11, 5141.65, 34 b, 8, 6830.02, 31 b, 6, 12463.59, 29 b, 7, 16885.63, 21 a, 8, 27341.88, 40 c, 11, 75.30, 37 c, 9, 125.90, 35 b, 8, 242.91, 32 b, 6, 245.01, 26 b, 9, 830.88, 23 a, 8, 1342.16, 19 a, 9, 3931.35, 39 c, 10, 15.75, 35 b, 7, 19.61, 33 b, 9, 34.11, 32 b, 9, 44.18, 29 b, 8, 80.57, 27 b, 7, 127.01, 24 a, 7, 313.53, 39 c, 8, 13.23, 38 c, 7, 7.38, 34 b, 7, 12.23, 30 b, 7, 16.11, 28 b, 6, 19.15, 26 a, 7, 37.60, 22 a, 5, 56.01, 43 c, 6, 3.38, 41 c, 8, 1.00, 34 b, 10, 12.26, 34 b, 7, 0.04, 33 b, 6, 26.71, 34 b, 7, 0.07, 34 b, 6, 85.45, 31 b, 7, 0.08, 27 b, 5, 210.79, 27 b, 6, 0.15, 22 a, 8, 600.82, 22 a, 8, 0.27, 20 a, 6, 1275.86, 22 a, 6, 0.53, 55 d, 12, redis.csv
80, 10000, 5, 3, 60, 7, 29, 17, 77 d, 14, 162.45, 74 d, 19, 106.43, 77 d, 14, 195.50, 30 b, 26, 173.19, 75 d, 14, 293.74, 73 d, 15, 385.87, 76 d, 4, 680.46, 24 a, 19, 11.92, 17 a, 3, 14.57, 78 d, 6, 27.99, 17 a, 3, 52.24, 17 a, 3, 91.75, 18 a, 1, 209.70, 14 a, 5, 382.59, 79 d, 1, 594.26, 36 b, 29, 1160.35, 17 a, 3, 1215.33, 21 a, 13, 2009.01, 18 a, 1, 4276.87, 16 a, 4, 18202.70, 74 d, 1, 25043.24, 58 c, 30, 21.66, 76 d, 15, 29.58, 79 d, 1, 65.95, 17 a, 3, 97.96, 17 a, 3, 250.08, 16 a, 4, 559.06, 14 a, 5, 1133.23, 23 a, 19, 14.37, 17 a, 4, 18.58, 17 a, 4, 29.79, 17 a, 4, 29.90, 17 a, 6, 64.33, 15 a, 5, 117.84, 14 a, 5, 179.78, 33 b, 27, 15.30, 18 a, 3, 18.23, 18 a, 3, 14.99, 17 a, 6, 15.13, 18 a, 3, 21.25, 17 a, 6, 22.91, 14 a, 5, 44.94, 17 a, 3, 2.00, 24 a, 19, 0.06, 18 a, 2, 36.03, 18 a, 0, 0.06, 18 a, 1, 16.51, 18 a, 0, 0.09, 17 a, 3, 30.04, 18 a, 0, 0.12, 16 a, 4, 123.37, 17 a, 3, 0.23, 15 a, 5, 481.55, 17 a, 3, 0.34, 15 a, 5, 1499.17, 15 a, 5, 0.67, 60 c, 29, Health-ClosedIssues0002.csv
98, 10000, 5, 3, 60, 2, 10, 3, 62 j, 0, 158.51, 40 g, 28, 143.40, 43 g, 28, 184.37, 31 e, 30, 200.54, 62 j, 2, 276.87, 11 b, 22, 394.96, 61 j, 1, 557.18, 45 g, 26, 7.75, 61 j, 0, 16.21, 34 e, 30, 21.85, 28 e, 30, 26.99, 22 d, 28, 57.29, 5 a, 13, 125.56, 5 a, 13, 302.00, 58 i, 13, 714.98, 48 h, 24, 1338.96, 42 g, 27, 1785.84, 61 j, 1, 3531.27, 13 b, 24, 9030.80, 16 c, 26, 18299.06, 2 a, 0, 23440.86, 57 i, 13, 29.85, 31 e, 30, 32.11, 61 j, 0, 81.93, 61 j, 0, 119.38, 13 b, 23, 243.39, 27 e, 29, 599.91, 54 i, 18, 1380.25, 46 h, 26, 13.30, 31 e, 30, 20.29, 31 e, 30, 27.30, 25 d, 29, 35.26, 14 b, 24, 65.11, 11 b, 21, 94.62, 8 b, 18, 253.32, 52 h, 21, 12.99, 40 g, 29, 16.80, 37 f, 30, 8.91, 34 f, 30, 15.43, 11 b, 22, 20.45, 5 a, 13, 28.47, 2 a, 0, 36.46, 45 g, 26, 2.38, 57 i, 13, 0.05, 42 g, 27, 7.61, 40 g, 28, 0.06, 34 e, 30, 19.19, 40 g, 28, 0.15, 28 e, 29, 29.67, 36 f, 29, 0.10, 10 b, 21, 117.65, 22 d, 28, 0.21, 8 b, 18, 495.10, 12 b, 22, 0.65, 2 a, 0, 1503.98, 2 a, 0, 0.67, 60 j, 10, Health-ClosedPRs0006.csv
88, 10000, 5, 3, 53, 11, 8, 16, 43 f, 12, 174.88, 37 e, 9, 198.93, 58 i, 4, 199.47, 39 e, 6, 241.88, 44 f, 4, 312.74, 51 h, 3, 511.52, 42 f, 19, 667.36, 45 f, 4, 7.64, 33 d, 8, 13.92, 30 d, 9, 20.20, 26 c, 6, 32.84, 26 c, 7, 71.82, 44 f, 2, 143.37, 16 a, 5, 276.53, 43 f, 5, 1302.77, 45 f, 6, 2440.28, 40 f, 5, 3542.74, 39 e, 5, 4678.45, 29 d, 8, 9503.19, 20 b, 8, 16893.30, 19 b, 4, 25706.52, 47 g, 4, 26.27, 51 h, 4, 32.73, 45 f, 3, 62.71, 34 d, 6, 76.94, 26 c, 6, 234.54, 41 f, 2, 420.75, 40 f, 1, 1156.68, 45 f, 6, 14.29, 35 e, 11, 23.59, 31 d, 11, 25.95, 29 c, 11, 35.85, 23 c, 10, 55.93, 19 b, 8, 105.19, 15 a, 7, 206.97, 43 f, 10, 12.13, 37 e, 9, 14.15, 35 e, 10, 14.26, 31 d, 9, 17.86, 27 c, 8, 15.53, 23 c, 6, 20.12, 17 a, 5, 40.57, 38 e, 7, 2.07, 43 f, 5, 0.04, 38 e, 8, 22.64, 39 e, 7, 0.06, 35 e, 9, 17.58, 38 e, 6, 0.08, 34 d, 8, 28.49, 32 d, 8, 0.09, 27 c, 9, 120.53, 30 d, 7, 0.19, 24 c, 8, 486.44, 22 b, 7, 0.36, 21 b, 6, 1588.85, 20 b, 6, 0.75, 53 h, 8, Health-Commits0003.csv
95, 10000, 5, 3, 64, 15, 33, 17, 30 b, 28, 150.28, 20 a, 15, 159.39, 85 d, 2, 186.53, 61 c, 34, 306.18, 83 d, 16, 369.25, 84 d, 3, 455.29, 37 b, 33, 518.66, 85 d, 1, 7.92, 16 a, 0, 14.50, 16 a, 0, 21.16, 16 a, 0, 29.84, 84 d, 1, 55.68, 16 a, 0, 164.78, 79 d, 11, 419.20, 65 c, 32, 851.22, 16 a, 0, 1877.14, 16 a, 0, 3686.15, 16 a, 0, 4665.69, 16 a, 0, 10482.26, 16 a, 0, 18208.04, 16 a, 0, 25941.36, 85 d, 1, 28.21, 85 d, 1, 43.73, 84 d, 1, 111.15, 84 d, 1, 135.89, 16 a, 0, 296.71, 79 d, 11, 485.96, 16 a, 0, 1147.08, 20 a, 15, 13.81, 16 a, 0, 19.91, 16 a, 0, 28.19, 16 a, 0, 35.59, 16 a, 0, 56.92, 16 a, 0, 111.22, 16 a, 1, 179.84, 27 a, 25, 12.26, 16 a, 0, 15.17, 16 a, 0, 10.57, 16 a, 0, 17.44, 16 a, 0, 20.97, 16 a, 0, 25.63, 16 a, 0, 42.83, 16 a, 0, 1.89, 23 a, 21, 0.04, 16 a, 0, 8.65, 16 a, 0, 0.06, 16 a, 0, 16.53, 16 a, 0, 0.09, 16 a, 0, 40.66, 16 a, 0, 0.11, 16 a, 0, 119.01, 16 a, 0, 0.19, 16 a, 0, 475.43, 16 a, 0, 0.34, 16 a, 0, 1484.41, 16 a, 0, 0.66, 64 c, 33, Health-Commits0001.csv
75, 10000, 5, 3, 35, 6, 7, 14, 32 e, 10, 166.46, 32 e, 7, 211.12, 21 b, 6, 297.40, 23 c, 7, 311.63, 39 g, 11, 321.63, 28 d, 7, 437.07, 26 c, 12, 628.90, 30 d, 5, 10.30, 23 c, 7, 15.90, 20 b, 6, 25.55, 27 d, 4, 43.35, 23 c, 3, 99.69, 21 b, 2, 123.71, 13 a, 3, 413.55, 25 c, 7, 499.56, 24 c, 7, 963.74, 22 b, 6, 1507.51, 15 a, 3, 2088.04, 20 b, 3, 4816.55, 14 a, 3, 17465.64, 13 a, 3, 26462.89, 26 c, 8, 20.81, 22 b, 7, 43.20, 16 b, 6, 61.40, 15 a, 5, 102.11, 23 c, 2, 302.30, 12 a, 2, 520.22, 22 b, 2, 1279.50, 27 d, 6, 14.80, 23 c, 5, 18.54, 21 b, 5, 25.75, 19 b, 5, 36.31, 15 a, 4, 62.92, 13 a, 3, 93.77, 11 a, 2, 177.63, 27 d, 6, 11.90, 24 c, 6, 18.63, 19 b, 6, 16.56, 19 b, 6, 10.43, 15 a, 2, 18.60, 13 a, 2, 30.56, 12 a, 3, 40.80, 28 d, 6, 2.17, 28 d, 5, 0.05, 22 b, 6, 7.38, 24 c, 6, 0.07, 20 b, 4, 18.91, 23 c, 6, 0.10, 20 b, 5, 28.37, 20 b, 5, 0.10, 18 b, 4, 122.53, 18 b, 5, 0.19, 14 a, 3, 470.57, 14 a, 3, 0.38, 13 a, 3, 1540.33, 14 a, 2, 0.66, 35 f, 7, Health-ClosedIssues0003.csv
79, 10000, 5, 3, 46, 7, 5, 15, 42 g, 9, 149.88, 45 h, 5, 179.52, 43 g, 3, 194.29, 38 f, 9, 195.08, 47 h, 4, 306.73, 44 g, 4, 453.61, 37 f, 13, 684.26, 42 g, 7, 9.99, 41 g, 6, 16.52, 33 e, 8, 24.93, 35 e, 9, 51.24, 39 f, 3, 55.46, 24 c, 6, 141.56, 25 c, 6, 332.54, 38 f, 8, 755.63, 37 f, 10, 1265.86, 34 e, 9, 1618.62, 36 f, 9, 2140.66, 21 b, 7, 7759.12, 19 b, 4, 17927.40, 19 b, 10, 25378.27, 44 h, 2, 23.57, 35 e, 8, 36.43, 29 d, 8, 76.36, 32 e, 8, 84.43, 36 f, 3, 275.73, 20 b, 6, 599.39, 26 d, 10, 1238.00, 45 h, 2, 14.65, 39 f, 7, 25.32, 33 e, 10, 31.30, 32 e, 9, 30.52, 29 d, 9, 59.70, 19 b, 7, 107.40, 15 a, 3, 235.31, 42 g, 8, 11.81, 39 f, 7, 16.26, 34 e, 10, 9.84, 37 f, 8, 14.40, 27 d, 8, 17.38, 20 b, 8, 24.73, 15 a, 5, 40.22, 44 h, 2, 1.99, 42 g, 6, 0.05, 34 e, 10, 7.77, 40 f, 6, 0.79, 36 e, 8, 16.41, 34 e, 9, 0.09, 35 e, 7, 29.91, 34 e, 8, 0.11, 27 d, 6, 124.06, 30 e, 7, 0.22, 24 c, 5, 479.02, 24 c, 8, 0.34, 20 b, 7, 1487.91, 22 b, 7, 0.65, 46 h, 5, Health-ClosedIssues0009.csv
28, 10000, 5, 3, 31, 0, 14, 22, 23 a, 1, 135.57, 24 a, 0, 162.41, 22 a, 0, 166.88, 22 a, 0, 205.71, 25 a, 1, 283.77, 26 a, 10, 328.65, 20 a, 7, 633.05, 23 a, 0, 7.45, 22 a, 0, 22.86, 22 a, 1, 20.82, 22 a, 0, 27.89, 22 a, 0, 74.94, 23 a, 0, 138.69, 23 a, 0, 281.83, 23 a, 1, 1329.97, 23 a, 0, 2268.39, 23 a, 0, 3288.30, 23 a, 0, 5088.25, 23 a, 1, 9692.79, 21 a, 5, 17314.50, 20 a, 6, 24416.08, 23 a, 1, 47.13, 23 a, 0, 53.70, 23 a, 0, 70.16, 22 a, 0, 100.57, 22 a, 1, 270.31, 22 a, 1, 755.47, 23 a, 0, 1190.70, 22 a, 3, 14.79, 22 a, 3, 19.98, 22 a, 3, 27.11, 22 a, 3, 33.16, 21 a, 3, 70.20, 20 a, 5, 107.67, 15 a, 9, 181.02, 23 a, 1, 13.66, 23 a, 0, 14.34, 22 a, 0, 14.26, 23 a, 1, 16.10, 23 a, 1, 18.00, 21 a, 6, 31.99, 20 a, 7, 35.77, 23 a, 0, 2.47, 23 a, 0, 0.05, 23 a, 0, 7.69, 23 a, 1, 0.93, 22 a, 0, 17.66, 22 a, 0, 0.10, 22 a, 0, 29.99, 22 a, 0, 0.10, 22 a, 3, 126.67, 22 a, 1, 0.21, 21 a, 3, 474.45, 22 a, 0, 0.38, 21 a, 3, 1497.07, 21 a, 3, 0.66, 31 b, 14, Health-Commits0004.csv
81, 10000, 5, 3, 25, 0, 12, 5, 14 b, 8, 118.09, 11 b, 7, 111.42, 25 d, 13, 153.04, 18 c, 11, 187.88, 10 b, 7, 258.70, 24 d, 5, 366.28, 3 a, 2, 596.30, 12 b, 7, 9.54, 6 a, 2, 16.81, 6 a, 2, 20.50, 6 a, 2, 35.72, 4 a, 2, 56.61, 3 a, 2, 127.34, 2 a, 1, 306.09, 12 b, 6, 644.39, 7 a, 2, 1123.55, 6 a, 2, 1122.13, 5 a, 3, 2172.29, 5 a, 3, 6233.55, 4 a, 3, 18023.34, 2 a, 1, 25705.82, 10 b, 6, 11.10, 11 b, 6, 32.39, 6 a, 2, 69.14, 6 a, 2, 106.62, 4 a, 2, 218.21, 4 a, 3, 458.31, 2 a, 2, 1236.02, 13 b, 7, 14.93, 8 a, 6, 20.94, 6 a, 4, 23.04, 6 a, 4, 29.12, 4 a, 3, 56.60, 4 a, 3, 114.22, 3 a, 3, 211.22, 12 b, 6, 14.11, 8 a, 5, 14.80, 7 a, 2, 14.13, 7 a, 1, 15.53, 4 a, 2, 18.89, 3 a, 2, 29.91, 2 a, 1, 37.72, 10 b, 6, 2.05, 10 b, 6, 0.05, 10 b, 6, 35.44, 9 a, 5, 0.07, 6 a, 4, 56.42, 7 a, 3, 0.09, 7 a, 2, 28.12, 6 a, 2, 0.10, 5 a, 2, 138.19, 5 a, 3, 0.20, 3 a, 2, 497.81, 4 a, 3, 0.35, 3 a, 2, 1495.64, 3 a, 1, 0.74, 25 d, 12, Health-ClosedIssues0006.csv
33, 10000, 5, 3, 52, 23, 3, 42, 51 e, 1, 183.52, 48 d, 2, 206.76, 47 c, 6, 215.78, 50 d, 7, 243.56, 52 e, 4, 364.22, 47 c, 3, 623.41, 49 d, 7, 799.23, 49 d, 1, 7.58, 47 c, 1, 24.47, 47 c, 1, 26.64, 47 c, 2, 28.19, 44 b, 2, 59.93, 45 b, 3, 168.96, 42 a, 2, 331.76, 50 d, 4, 792.37, 49 d, 4, 1089.60, 48 c, 4, 1575.21, 48 d, 1, 1984.16, 45 b, 3, 6514.52, 45 b, 3, 17547.05, 43 a, 4, 24400.09, 51 e, 1, 25.44, 48 c, 2, 48.47, 46 c, 1, 95.82, 47 c, 1, 101.59, 46 c, 4, 316.90, 46 b, 4, 570.69, 49 d, 1, 1092.16, 49 d, 1, 14.78, 46 c, 3, 20.63, 45 b, 3, 26.27, 45 b, 3, 34.54, 45 b, 3, 57.33, 44 b, 3, 108.44, 42 a, 3, 207.49, 49 d, 1, 12.64, 47 c, 2, 14.34, 47 c, 2, 15.85, 46 b, 3, 14.37, 46 b, 3, 19.73, 45 b, 3, 18.59, 43 a, 3, 39.41, 48 d, 3, 2.21, 49 d, 2, 0.04, 48 c, 2, 9.22, 48 c, 1, 0.07, 47 c, 2, 16.98, 47 c, 2, 0.09, 47 c, 2, 27.54, 47 c, 2, 0.10, 45 b, 2, 160.32, 46 c, 2, 0.21, 45 b, 2, 473.01, 45 b, 2, 0.39, 41 a, 6, 1489.94, 42 a, 3, 0.67, 52 e, 3, Health-ClosedIssues0010.csv
97, 10000, 5, 3, 56, 8, 33, 9, 79 d, 1, 101.22, 68 d, 26, 108.67, 78 d, 1, 157.62, 78 d, 1, 148.08, 79 d, 1, 229.22, 76 d, 16, 333.09, 68 d, 22, 648.80, 78 d, 0, 8.58, 12 a, 16, 15.30, 8 a, 0, 24.88, 8 a, 0, 32.33, 8 a, 0, 59.84, 8 a, 0, 137.23, 8 a, 0, 313.02, 8 a, 0, 701.20, 26 b, 31, 1266.12, 12 a, 16, 1701.77, 16 a, 21, 3078.11, 8 a, 0, 6943.45, 8 a, 0, 18482.83, 8 a, 0, 26345.30, 78 d, 0, 35.26, 78 d, 0, 43.29, 8 a, 0, 69.60, 78 d, 0, 120.87, 8 a, 0, 281.71, 12 a, 15, 428.10, 8 a, 0, 1010.22, 15 a, 22, 14.89, 8 a, 0, 20.93, 8 a, 0, 25.17, 8 a, 0, 30.52, 8 a, 0, 51.80, 8 a, 0, 112.26, 8 a, 0, 176.54, 23 b, 28, 13.91, 8 a, 0, 14.44, 8 a, 0, 9.90, 8 a, 0, 15.72, 8 a, 0, 23.36, 8 a, 0, 24.17, 8 a, 0, 36.68, 8 a, 0, 2.01, 15 a, 22, 0.05, 8 a, 0, 7.84, 8 a, 0, 0.07, 8 a, 0, 16.44, 8 a, 0, 0.09, 8 a, 0, 39.88, 8 a, 0, 0.11, 8 a, 0, 123.02, 8 a, 0, 0.85, 8 a, 0, 484.30, 8 a, 0, 0.34, 8 a, 0, 1488.63, 8 a, 0, 0.67, 56 c, 33, Health-ClosedPRs0003.csv
72, 10000, 5, 3, 63, 9, 4, 24, 58 f, 11, 129.37, 63 h, 1, 128.15, 57 f, 11, 169.34, 54 e, 18, 150.70, 50 d, 21, 252.00, 64 h, 1, 327.30, 62 h, 1, 639.42, 60 g, 1, 11.80, 63 h, 0, 14.44, 50 d, 20, 21.24, 55 e, 15, 41.74, 45 c, 22, 66.26, 40 b, 24, 217.31, 62 h, 0, 351.91, 60 g, 1, 574.45, 60 g, 1, 1031.01, 57 f, 11, 1158.52, 56 f, 15, 2054.06, 50 d, 20, 5333.65, 45 c, 23, 17303.59, 25 a, 23, 23765.06, 63 h, 0, 30.64, 63 h, 1, 43.13, 57 f, 11, 64.73, 48 d, 20, 108.47, 63 h, 1, 270.25, 53 d, 18, 426.77, 62 h, 1, 1036.57, 60 g, 11, 13.67, 54 e, 18, 23.22, 54 e, 18, 26.37, 49 d, 22, 35.78, 30 b, 24, 57.67, 26 a, 23, 99.78, 23 a, 22, 182.72, 62 h, 2, 12.29, 59 f, 11, 16.94, 51 d, 20, 13.02, 51 d, 20, 15.90, 53 e, 18, 15.88, 38 b, 24, 19.82, 33 b, 25, 41.24, 58 f, 11, 2.03, 60 g, 1, 0.05, 60 g, 0, 7.92, 55 e, 15, 0.06, 57 f, 11, 16.71, 57 f, 11, 0.09, 48 c, 21, 29.95, 52 d, 18, 0.11, 40 b, 24, 135.91, 47 c, 21, 0.21, 38 b, 24, 473.80, 43 b, 23, 0.34, 21 a, 20, 1530.75, 23 a, 21, 0.66, 63 h, 4, Health-ClosedIssues0007.csv
90, 6840, 16, 2, 55, 0, 22, 6, 23 b, 14, 181.71, 18 b, 12, 191.43, 9 a, 9, 229.07, 8 a, 7, 253.60, 4 a, 3, 499.66, 2 a, 1, 714.49, 1 a, 1, 938.59, 15 b, 11, 14.82, 10 a, 8, 23.13, 7 a, 5, 42.07, 6 a, 5, 50.17, 4 a, 2, 89.72, 3 a, 2, 180.49, 1 a, 1, 365.75, 21 b, 12, 2559.97, 9 a, 6, 4642.51, 7 a, 6, 5274.13, 4 a, 4, 6837.70, 2 a, 1, 8917.79, 1 a, 1, 14527.09, 1 a, 1, 22267.72, 15 b, 11, 19.64, 10 a, 8, 78.87, 8 a, 6, 147.72, 7 a, 6, 182.34, 4 a, 4, 534.20, 3 a, 2, 1140.14, 2 a, 2, 2573.54, 26 c, 12, 14.78, 14 b, 15, 24.72, 12 a, 14, 33.86, 9 a, 13, 40.81, 4 a, 5, 76.57, 1 a, 1, 145.35, 1 a, 1, 345.50, 31 c, 10, 11.27, 21 b, 10, 13.19, 18 b, 11, 14.92, 11 a, 9, 14.83, 4 a, 4, 19.01, 4 a, 4, 27.70, 2 a, 1, 68.08, 22 b, 10, 2.76, 31 c, 7, 0.04, 18 b, 9, 10.50, 27 c, 10, 0.06, 12 a, 9, 24.44, 17 b, 10, 0.07, 11 a, 7, 41.74, 18 b, 9, 0.10, 9 a, 8, 170.75, 11 a, 7, 0.84, 4 a, 3, 623.43, 9 a, 7, 0.29, 3 a, 2, 1684.07, 4 a, 2, 0.59, 55 d, 22, SS-V.csv
